372732	7.7250044133888	7907.1716346599	-2487.2912597656	-1126.8724365234	1224.4787597656	
372733	7.7358248110454	7907.1824558787	-2483.5595703125	-1129.9812011719	1226.2196044922	
372734	7.7453429510997	7907.1919731976	-2484.3659667969	-1134.6522216797	1225.2716064453	
372735	7.7549969824737	7907.2016268185	-2482.4702148438	-1139.3551025391	1225.9251708984	
372736	7.764999158377	7907.2116294049	-2481.716796875	-1142.1658935547	1225.9655761719	
372737	7.775089602056	7907.2217198486	-2481.2197265625	-1146.212890625	1226.1884765625	
372738	7.7853422121136	7907.2319728692	-2479.1921386719	-1148.4948730469	1227.3857421875	
372739	7.7952901957081	7907.2419204422	-2478.5715332031	-1153.5189208984	1226.6077880859	
372740	7.8050907926446	7907.2517210392	-2477.7900390625	-1156.4213867188	1226.47265625	
372741	7.8149004216326	7907.2615310787	-2478.3110351562	-1161.2232666016	1226.9050292969	
372742	7.8251620637416	7907.2717918997	-2476.1496582031	-1163.3566894531	1225.8995361328	
372743	7.8350808984428	7907.2817115555	-2475.2055664062	-1166.7897949219	1226.0484619141	
372744	7.8447965119859	7907.2914271691	-2474.3486328125	-1170.3249511719	1226.7738037109	
372745	7.8548487747201	7907.3014794318	-2473.4211425781	-1173.5611572266	1226.3305664062	
372746	7.865501258329	7907.3121315049	-2471.740234375	-1176.9873046875	1226.3770751953	
372747	7.8750875493171	7907.3217177959	-2470.9497070312	-1180.3515625	1226.2305908203	
372748	7.8850975256284	7907.3317277722	-2472.0834960938	-1185.3942871094	1227.4296875	
372749	7.8950331927891	7907.3416634393	-2469.0974121094	-1186.2515869141	1226.8090820312	
372750	7.9054570012768	7907.3520876584	-2469.90625	-1191.2423095703	1226.0759277344	
372751	7.9153130221655	7907.3619432687	-2469.6823730469	-1194.7761230469	1225.7379150391	
372752	7.925043825977	7907.371673662	-2468.6049804688	-1198.6673583984	1226.2924804688	
372753	7.9350295799686	7907.381659416	-2466.6811523438	-1200.2536621094	1227.1717529297	
372754	7.9453404878129	7907.3919707344	-2468.00390625	-1205.8645019531	1226.4854736328	
372755	7.9549768656318	7907.4016071122	-2465.9594726562	-1207.5994873047	1226.8719482422	
372756	7.9649958739947	7907.4116261205	-2465.0732421875	-1211.0319824219	1226.705078125	
372757	7.9750333570083	7907.421663193	-2466.5461425781	-1216.4512939453	1225.2669677734	
372758	7.9852925358306	7907.4319227824	-2466.2556152344	-1219.7696533203	1225.4014892578	
372759	7.9952109599839	7907.4418412065	-2465.4770507812	-1222.6470947266	1225.3638916016	
372760	8.0050768340196	7907.4517070806	-2465.7106933594	-1226.5950927734	1225.2570800781	
372761	8.0150063429634	7907.4616370001	-2465.8518066406	-1230.1896972656	1224.7204589844	
372762	8.0252109189291	7907.4718428077	-2465.3083496094	-1233.1966552734	1224.2171630859	
372763	8.0353493967	7907.4819796432	-2465.7854003906	-1236.7846679688	1224.2092285156	
372764	8.0449783846587	7907.4916086312	-2464.2785644531	-1238.3591308594	1224.9566650391	
372765	8.0546738813599	7907.5013037174	-2465.6960449219	-1242.7102050781	1223.2484130859	
372766	8.0653575666011	7907.5119878131	-2466.4230957031	-1246.3452148438	1223.3919677734	
372767	8.0749118348613	7907.5215416709	-2466.39453125	-1249.216796875	1222.9970703125	
372768	8.0849074419999	7907.5315376885	-2466.3833007812	-1252.0946044922	1222.40234375	
372769	8.0949691473333	7907.5415998044	-2467.6098632812	-1254.9802246094	1221.818359375	
372770	8.1056466743576	7907.5522769209	-2467.86328125	-1257.8920898438	1221.3861083984	
372771	8.1152530821876	7907.5618837393	-2468.201171875	-1260.8289794922	1221.0563964844	
372772	8.1250265829697	7907.5716568295	-2468.1569824219	-1263.4171142578	1220.4547119141	
372773	8.1351593130714	7907.5817895596	-2467.3349609375	-1264.8618164062	1220.3972167969	
372774	8.1454521568128	7907.5920824034	-2468.1318359375	-1269.4230957031	1219.3636474609	
372775	8.1549095357936	7907.6015397823	-2468.8098144531	-1271.5788574219	1218.5660400391	
372776	8.1651338180534	7907.611763654	-2468.7731933594	-1274.4949951172	1217.8250732422	
372777	8.1750263776958	7907.6216570348	-2467.3854980469	-1275.9383544922	1217.9975585938	
372778	8.1853808036063	7907.6320110501	-2468.5578613281	-1280.0615234375	1215.9866943359	
372779	8.1953250922706	7907.6419553388	-2468.2622070312	-1281.2807617188	1216.7161865234	
372780	8.2050554855343	7907.6516857321	-2468.4853515625	-1283.8892822266	1216.1463623047	
372781	8.2150022374855	7907.661632484	-2469.4318847656	-1288.0518798828	1214.9064941406	
372782	8.225354610657	7907.6719848572	-2469.7836914062	-1290.6265869141	1214.4650878906	
372783	8.2353268165714	7907.6819570631	-2469.7397460938	-1293.8125	1214.3510742188	
372784	8.244997680405	7907.6916279269	-2470.5952148438	-1296.2912597656	1213.2824707031	
372785	8.2549633175546	7907.7015935641	-2470.8942871094	-1298.4327392578	1212.4855957031	
