timeref	est_sendtime	pos_x	pos_y	vel_x	vel_y	sigma	valid	senderGuid
3855.238835463	0.000000000	1.821	-1.134	0.001	-0.000	4.569717	1	4294967295
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0
3855.538797469	0.000000000	2.265	-1.692	0.004	-0.005	2.948994	1	4294967295
3855.838782170	0.000000000	2.364	-1.879	0.006	-0.008	2.837118	1	4294967295
3856.138997651	0.000000000	2.410	-1.969	0.009	-0.012	2.785865	1	4294967295
3856.438958725	0.000000000	2.444	-2.026	0.011	-0.016	2.794488	1	4294967295
3856.738842570	0.000000000	2.476	-2.068	0.014	-0.019	2.763556	1	4294967295
3857.038753728	0.000000000	2.501	-2.102	0.016	-0.023	2.748106	1	4294967295
3857.353537925	0.000000000	2.532	-2.144	0.019	-0.028	2.730865	1	4294967295
3857.653435239	0.000000000	2.563	-2.186	0.021	-0.033	2.802709	1	4294967295
3857.953399079	0.000000000	2.575	-2.213	0.019	-0.035	2.825471	1	4294967295
3858.253341944	0.000000000	2.604	-2.252	0.021	-0.040	2.779895	1	4294967295
3858.553280482	0.000000000	2.646	-2.290	0.027	-0.044	2.728428	1	4294967295
3858.838229124	0.000000000	2.648	-2.310	0.023	-0.045	2.757984	1	4294967295
3859.138220260	0.000000000	2.648	-2.329	0.019	-0.045	2.775618	1	4294967295
3859.438270149	0.000000000	2.624	-2.323	0.009	-0.038	2.813944	1	4294967295
3859.738250403	0.000000000	2.611	-2.309	0.004	-0.031	0.588119	1	4294967295
3860.038264332	0.000000000	2.660	-2.325	0.017	-0.032	2.630733	1	4294967295
3860.338266869	0.000000000	2.679	-2.323	0.020	-0.028	2.697404	1	4294967295
3860.638248526	0.000000000	2.671	-2.302	0.015	-0.018	2.741316	1	4294967295
3860.938294712	0.000000000	2.679	-2.271	0.016	-0.008	2.706026	1	4294967295
3861.238397581	0.000000000	2.662	-2.241	0.009	0.002	2.770418	1	4294967295
3861.538319136	0.000000000	2.641	-2.218	0.002	0.009	2.769157	1	4294967295
3861.838376556	0.000000000	2.614	-2.197	-0.005	0.014	2.770867	1	4294967295
3862.138421530	0.000000000	2.535	-2.108	-0.029	0.040	1.168222	1	4294967295
3862.438363271	0.000000000	2.497	-2.016	-0.039	0.063	0.870659	1	4294967295
3862.738341337	0.000000000	2.640	-1.902	0.009	0.083	3.397990	1	4294967295
3863.038348887	0.000000000	2.628	-1.821	0.003	0.100	0.664089	1	4294967295
3863.338320779	0.000000000	2.629	-1.755	0.002	0.110	0.480298	1	4294967295
3863.638279426	0.000000000	2.828	-1.562	0.057	0.146	2.123784	1	4294967295
3863.938240166	0.000000000	2.908	-1.479	0.073	0.155	0.962244	1	4294967295
3864.238131702	0.000000000	2.896	-1.431	0.063	0.157	0.559843	1	4294967295
3864.538060686	0.000000000	2.989	-1.318	0.083	0.172	1.660076	1	4294967295
3864.838034159	0.000000000	2.880	-1.327	0.049	0.159	1.119795	1	4294967295
3865.137953081	0.000000000	2.800	-1.346	0.026	0.144	0.960092	1	4294967295
3865.437851122	0.000000000	2.717	-1.372	0.004	0.128	0.954248	1	4294967295
3865.737824147	0.000000000	2.649	-1.414	-0.013	0.109	1.001842	1	4294967295
3866.037789699	0.000000000	2.749	-1.519	0.012	0.072	2.838019	1	4294967295
3866.337776983	0.000000000	3.041	-1.686	0.078	0.019	4.125422	1	4294967295
3866.637662195	0.000000000	2.963	-1.702	0.054	0.015	1.026610	1	4294967295
3866.937510721	0.000000000	2.826	-1.760	0.018	0.002	1.254583	1	4294967295
3867.237354384	0.000000000	2.713	-1.811	-0.010	-0.010	1.083453	1	4294967295
3867.537251232	0.000000000	2.765	-1.965	0.002	-0.049	2.745892	1	4294967295
3867.837185266	0.000000000	2.805	-2.097	0.010	-0.080	2.731397	1	4294967295
3868.137069560	0.000000000	2.783	-2.219	0.004	-0.105	2.765618	1	4294967295
3868.436951138	0.000000000	2.813	-2.336	0.009	-0.127	2.649078	1	4294967295
3868.736905479	0.000000000	2.804	-2.467	0.005	-0.152	2.642502	1	4294967295
3869.036775899	0.000000000	2.741	-2.510	-0.011	-0.150	0.921807	1	4294967295
3869.336656434	0.000000000	2.630	-2.517	-0.038	-0.139	1.015851	1	4294967295
3869.636558784	0.000000000	2.570	-2.558	-0.051	-0.138	0.760178	1	4294967295
3869.936394366	0.000000000	2.511	-2.609	-0.063	-0.140	0.644263	1	4294967295
3870.236276366	0.000000000	2.572	-2.719	-0.046	-0.157	1.710257	1	4294967295
3870.536181560	0.000000000	2.796	-3.121	0.012	-0.249	5.601818	1	4294967295
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0
3871.135886954	0.000000000	2.843	-3.203	0.022	-0.250	1.431648	1	4294967295
3871.435796064	0.000000000	2.884	-3.281	0.029	-0.250	1.436476	1	4294967295
3871.735660666	0.000000000	3.066	-3.633	0.071	-0.318	4.946920	1	4294967295
3872.035527470	0.000000000	3.129	-3.887	0.079	-0.356	4.964965	1	4294967295
