-3.764049	0.936691	9.020204	-0.016908	-0.014604	-0.018519	0.574464	0.373913	-0.869165	6.082808	22.607624	19.090157	
-3.786000	0.934115	9.047050	-0.018750	-0.009106	-0.016700	0.574705	0.375202	-0.869265	6.076405	22.612211	19.065443	
-3.668770	0.896732	8.823270	-0.016866	0.000076	-0.009287	0.574503	0.373361	-0.868532	6.072153	22.627996	19.049622	
-3.776150	0.936498	9.085838	-0.030671	0.009178	-0.001217	0.573537	0.374206	-0.869584	6.060365	22.651520	19.046410	
-3.756860	0.967938	9.041807	-0.029747	0.005532	-0.003957	0.573018	0.375748	-0.869459	6.044238	22.672731	19.037899	
-3.766303	0.919768	9.064045	-0.007709	-0.005577	-0.003740	0.575499	0.375425	-0.868845	6.056795	22.679768	19.029638	
-3.798233	0.929268	9.032577	-0.022401	-0.007328	-0.009415	0.575492	0.376453	-0.868831	6.045847	22.686890	19.012703	
-3.790909	0.934102	9.039791	-0.019627	-0.014738	-0.004825	0.574223	0.374408	-0.868786	6.043781	22.683601	19.001898	
-3.781026	0.910170	9.013190	-0.037999	-0.007292	-0.007756	0.574367	0.375283	-0.868385	6.015766	22.690496	18.987019	
-3.786172	0.924358	9.023042	-0.034350	0.007464	-0.017754	0.574351	0.376423	-0.868800	5.991756	22.714058	18.963121	
-3.771406	0.907632	9.013366	-0.033410	0.000063	-0.013182	0.576266	0.376290	-0.869102	5.966784	22.729893	18.942484	
-3.808003	0.900163	9.042751	-0.029743	-0.002713	-0.014075	0.576056	0.376497	-0.868214	5.949294	22.741413	18.921810	
-3.756696	0.898126	8.998783	-0.035223	-0.003666	-0.006800	0.576621	0.376693	-0.867293	5.925083	22.752144	18.908558	
-3.781183	0.902789	9.003736	-0.026026	-0.011088	-0.003977	0.577488	0.376453	-0.865598	5.916252	22.752914	18.899282	
-3.795759	0.895442	9.033006	-0.022409	-0.003606	-0.018568	0.576923	0.376386	-0.866517	5.901103	22.765028	18.871487	
-3.810419	0.890563	9.028259	-0.018732	0.003694	-0.013931	0.576851	0.377347	-0.865358	5.896585	22.783800	18.851772	
-3.803059	0.885805	9.023396	-0.017806	-0.009158	-0.016702	0.577035	0.377806	-0.866622	5.887296	22.789320	18.825556	
-3.812826	0.885732	9.033162	-0.033391	-0.012857	-0.010485	0.577214	0.377750	-0.865720	5.866808	22.788822	18.807995	
-3.825085	0.895247	9.050160	-0.015024	-0.011121	-0.005696	0.576182	0.376744	-0.865906	5.865875	22.790773	18.795132	
-3.805676	0.919406	9.042606	-0.007706	-0.012871	-0.016599	0.574814	0.375698	-0.867512	5.871902	22.790953	18.770002	
-3.785970	0.881157	8.989340	-0.019630	-0.005500	-0.013044	0.576267	0.377938	-0.866525	5.862483	22.800110	18.748779	
-3.776204	0.888399	9.001381	-0.019648	-0.009107	-0.020377	0.576407	0.377414	-0.866398	5.853171	22.805050	18.719461	
-3.785903	0.885871	9.037877	-0.029745	-0.007279	-0.016829	0.577464	0.376862	-0.865977	5.830253	22.812502	18.693323	
-3.829994	0.900014	9.057439	-0.026958	-0.007426	-0.003992	0.576257	0.377439	-0.866788	5.820506	22.817423	18.684471	
-3.825080	0.890463	9.038052	-0.022341	-0.024924	-0.003072	0.575697	0.377621	-0.867576	5.811837	22.803131	18.673132	
-3.805596	0.904993	9.037848	-0.011363	-0.012912	-0.011147	0.576164	0.377274	-0.866155	5.816264	22.802631	18.654743	
-3.793367	0.900286	9.020818	-0.033392	-0.010090	-0.010471	0.576761	0.379103	-0.866744	5.792176	22.806040	18.636145	
-3.800668	0.897818	9.033015	-0.027881	-0.000052	-0.003972	0.577172	0.377668	-0.866490	5.781734	22.819365	18.628239	
-3.795889	0.914680	9.028017	-0.015034	-0.007395	-0.009339	0.576577	0.378644	-0.865480	5.779436	22.825632	18.611406	
-3.793356	0.895497	9.011136	-0.013192	-0.001914	-0.005638	0.575634	0.378317	-0.866292	5.784927	22.837015	18.601191	
-3.793281	0.881089	9.003950	-0.016855	-0.009262	-0.005701	0.576512	0.377821	-0.866772	5.782234	22.840666	18.588633	
-3.820166	0.885692	9.033201	-0.026940	-0.012967	-0.001257	0.575485	0.379106	-0.866544	5.773533	22.838949	18.582458	
-3.844678	0.895158	9.040550	-0.015013	-0.025810	-0.009406	0.576365	0.378352	-0.867027	5.770407	22.824160	18.563265	
-3.722384	0.867197	8.930818	-0.022330	-0.014788	-0.000263	0.577762	0.377198	-0.865193	5.767399	22.820271	18.558119	
-3.815368	0.902535	9.037917	-0.012254	-0.022164	-0.005693	0.576667	0.377153	-0.866391	5.769438	22.809109	18.543989	
-3.815310	0.907259	9.081597	-0.003991	-0.033223	-0.006548	0.576353	0.376825	-0.865131	5.783527	22.784908	18.528740	
-3.776116	0.885925	9.037826	-0.007667	-0.018503	-0.003788	0.576904	0.377044	-0.866765	5.791968	22.777605	18.517441	
-3.783625	0.907551	9.020717	-0.009505	-0.018472	-0.006557	0.575377	0.377043	-0.866448	5.800447	22.770224	18.504019	
-3.766383	0.888420	9.018329	-0.007697	-0.014713	-0.014761	0.576132	0.375777	-0.866943	5.803841	22.768421	18.479645	
-3.785882	0.881073	9.033053	-0.024211	-0.020209	-0.013140	0.575054	0.376224	-0.867750	5.792245	22.759825	18.457878	
-3.805577	0.904974	9.047563	-0.013230	-0.005478	-0.018472	0.576011	0.376664	-0.866681	5.788004	22.768923	18.430084	
-3.790860	0.888295	9.013601	-0.007644	-0.022229	0.000776	0.575189	0.376472	-0.867613	5.801943	22.756416	18.425266	
-3.766538	0.914851	9.023005	-0.014990	-0.021281	0.000701	0.575673	0.377009	-0.868096	5.804153	22.745209	18.419218	
-3.766513	0.910049	9.020609	-0.007677	-0.014784	-0.007437	0.575001	0.376792	-0.868639	5.814488	22.742142	18.405178	
-3.780969	0.881082	9.042742	-0.022341	-0.011181	0.004305	0.575051	0.375717	-0.867885	5.810520	22.741941	18.404861	
-3.790851	0.895455	9.040266	-0.001249	-0.023994	-0.009228	0.575010	0.377548	-0.868373	5.826916	22.728588	18.387447	
-3.781079	0.895522	9.032928	-0.005833	-0.027656	-0.009288	0.574676	0.378006	-0.867360	5.834597	22.711134	18.368261	
-3.756681	0.902892	9.020607	0.001514	-0.014852	-0.002751	0.575002	0.376663	-0.868641	5.857710	22.707455	18.360010	
-3.756651	0.895695	9.013371	-0.009479	-0.025884	-0.000161	0.574500	0.375635	-0.868549	5.865682	22.690865	18.352327	
-3.751838	0.910134	9.018103	-0.012252	-0.014818	-0.001991	0.574198	0.376698	-0.866887	5.873383	22.687138	18.345016	
-3.746895	0.905335	9.027824	-0.013167	-0.011170	0.001673	0.573214	0.376031	-0.868471	5.878764	22.686996	18.341478	
-3.781119	0.905119	9.042577	-0.007656	-0.014878	0.001715	0.575109	0.375792	-0.869159	5.893496	22.682766	18.338736	
-3.783546	0.905087	9.052303	-0.016843	-0.022159	-0.003906	0.574773	0.376508	-0.868142	5.891482	22.670712	18.326910	
-3.761516	0.900419	9.042506	-0.026950	-0.020255	-0.006756	0.574092	0.375535	-0.868951	5.879807	22.661343	18.313019	
-3.761641	0.917264	9.032677	-0.011323	-0.025864	-0.002016	0.572980	0.374870	-0.870541	5.884871	22.644764	18.303070	
-3.761720	0.926897	9.022897	-0.016850	-0.028519	-0.011243	0.573665	0.376222	-0.869599	5.882233	22.626507	18.282585	
-3.756697	0.910075	9.035129	-0.015011	-0.012973	-0.002019	0.575529	0.376005	-0.868499	5.883765	22.624565	18.274298	
-3.722658	0.943920	9.032288	-0.011358	-0.025729	-0.014824	0.572655	0.377106	-0.869120	5.885860	22.609905	18.249746	
-3.722543	0.924695	9.029991	-0.027895	-0.014640	-0.014980	0.572884	0.375220	-0.869902	5.866504	22.607433	18.225279	
-3.742012	0.910151	9.037479	-0.015040	-0.006459	-0.009321	0.573617	0.377039	-0.870357	5.867944	22.614096	18.209980	
