timeref	est_sendtime	pos_x	pos_y	vel_x	vel_y	sigma	valid	senderGuid	receiver_unix_time
6534.655569000	6534.642391612	2.548	0.439	-0.211	-0.004	0.035907	1	4294967295	1508338732
6534.955534000	6534.942364107	2.479	0.524	-0.213	0.019	0.033389	1	4294967295	1508338732
6535.268711000	6535.242367549	2.390	0.593	-0.220	0.037	0.031044	1	4294967295	1508338733
6535.555483000	6535.542336334	2.322	0.687	-0.222	0.060	0.028571	1	4294967295	1508338733
6535.855490000	6535.842310601	2.255	0.782	-0.223	0.081	0.029058	1	4294967295	1508338733
6536.155374000	6536.142292262	2.201	0.872	-0.220	0.099	0.033180	1	4294967295	1508338734
6536.469150000	6536.442290726	2.122	0.953	-0.224	0.113	0.026213	1	4294967295	1508338734
6536.755365000	6536.742251522	2.060	1.044	-0.225	0.129	0.031642	1	4294967295	1508338734
6537.055374000	6537.042229349	2.011	1.133	-0.220	0.142	0.027683	1	4294967295	1508338734
6537.355392000	6537.342210710	1.945	1.229	-0.221	0.157	0.027440	1	4294967295	1508338735
6537.669612000	6537.642206089	1.860	1.318	-0.227	0.169	0.017306	1	4294967295	1508338735
6537.955633000	6537.942182733	1.790	1.417	-0.228	0.182	0.020855	1	4294967295	1508338735
6538.255653000	6538.242157763	1.725	1.517	-0.228	0.194	0.022450	1	4294967295	1508338736
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6538.555440000	6538.542135971	1.666	1.618	-0.227	0.205	0.023501	1	4294967295	1508338736
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6538.855440000	6538.842110294	1.600	1.710	-0.227	0.213	0.031394	1	4294967295	1508338736
6539.155529000	6539.142086093	1.540	1.793	-0.226	0.217	0.028137	1	4294967295	1508338737
6539.455810000	6539.442069354	1.471	1.871	-0.227	0.220	0.027826	1	4294967295	1508338737
6539.755604000	6539.742040594	1.406	1.959	-0.227	0.226	0.018468	1	4294967295	1508338737
6540.055732000	6540.042014326	1.336	2.034	-0.228	0.227	0.021775	1	4294967295	1508338737
6540.355865000	6540.341999568	1.278	2.099	-0.226	0.225	0.021162	1	4294967295	1508338738
6540.655942000	6540.641988521	1.223	2.171	-0.223	0.226	0.016213	1	4294967295	1508338738
6540.956175000	6540.941975566	1.155	2.224	-0.223	0.221	0.015295	1	4294967295	1508338738
6541.256214000	6541.241966986	1.094	2.287	-0.222	0.220	0.031523	1	4294967295	1508338739
6541.556322000	6541.541939148	1.014	2.348	-0.226	0.218	0.035910	1	4294967295	1508338739
6541.856348000	6541.841923972	0.951	2.397	-0.225	0.213	0.017663	1	4294967295	1508338739
6542.156665000	6542.141895489	0.858	2.469	-0.232	0.214	0.025902	1	4294967295	1508338740
6542.456713000	6542.441862554	0.770	2.532	-0.237	0.212	0.018294	1	4294967295	1508338740
6542.756865000	6542.741830416	0.677	2.589	-0.243	0.209	0.020493	1	4294967295	1508338740
6543.056912000	6543.041801047	0.594	2.661	-0.246	0.210	0.019906	1	4294967295	1508338740
6543.356982000	6543.341772836	0.513	2.726	-0.248	0.209	0.017651	1	4294967295	1508338741
6543.657265000	6543.641779585	0.502	2.888	-0.232	0.237	0.569829	1	4294967295	1508338741
6543.957471000	6543.941750029	0.403	2.929	-0.240	0.227	0.033716	1	4294967295	1508338741
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6544.257614000	6544.241725866	0.312	2.982	-0.245	0.222	0.025496	1	4294967295	1508338742
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6544.557626000	6544.541701354	0.231	3.038	-0.248	0.218	0.021675	1	4294967295	1508338742
6544.857853000	6544.841680025	0.147	3.086	-0.250	0.213	0.016568	1	4294967295	1508338742
6545.158040000	6545.141658319	0.058	3.129	-0.254	0.206	0.013918	1	4294967295	1508338743
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6545.458216000	6545.441641751	-0.024	3.187	-0.256	0.204	0.014454	1	4294967295	1508338743
6545.758401000	6545.741628723	-0.102	3.246	-0.256	0.203	0.010785	1	4294967295	1508338743
6546.058571000	6546.041622032	-0.169	3.300	-0.254	0.201	0.015074	1	4294967295	1508338743
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6546.358685000	6546.341606811	-0.248	3.345	-0.255	0.196	0.009692	1	4294967295	1508338744
6546.658823000	6546.641593591	-0.322	3.400	-0.255	0.195	0.020782	1	4294967295	1508338744
6546.959057000	6546.941578107	-0.405	3.434	-0.256	0.187	0.014784	1	4294967295	1508338744
6547.258931000	6547.241565706	-0.482	3.468	-0.257	0.181	0.023135	1	4294967295	1508338745
6547.558996000	6547.541540879	-0.552	3.474	-0.255	0.167	0.037316	1	4294967295	1508338745
6547.859099000	6547.841517780	-0.627	3.464	-0.255	0.150	0.019443	1	4294967295	1508338745
6548.159084000	6548.141492369	-0.697	3.445	-0.254	0.132	0.017031	1	4294967295	1508338746
6548.459122000	6548.441468508	-0.743	3.434	-0.247	0.117	0.034138	1	4294967295	1508338746
6548.759035000	6548.741441726	-0.788	3.402	-0.240	0.098	0.044101	1	4294967295	1508338746
6549.059041000	6549.041416282	-0.828	3.372	-0.233	0.081	0.040827	1	4294967295	1508338746
6549.358972000	6549.341386681	-0.847	3.276	-0.221	0.047	0.037203	1	4294967295	1508338747
6549.670746000	6549.641382755	-0.889	3.177	-0.215	0.016	0.038613	1	4294967295	1508338747
6549.959108000	6549.941358355	-0.900	3.114	-0.202	-0.003	0.037715	1	4294967295	1508338747
6550.259678000	6550.241341302	-0.930	3.020	-0.195	-0.029	0.045098	1	4294967295	1508338748
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6550.559532000	6550.541322204	-0.928	2.905	-0.181	-0.060	0.034280	1	4294967295	1508338748
6550.859260000	6550.841297852	-0.925	2.805	-0.167	-0.083	0.033015	1	4294967295	1508338748
6551.159299000	6551.141272249	-0.924	2.713	-0.154	-0.103	0.037582	1	4294967295	1508338749
6551.459320000	6551.441245739	-0.923	2.623	-0.143	-0.121	0.037961	1	4294967295	1508338749
6551.759357000	6551.741227038	-0.942	2.535	-0.137	-0.137	0.032241	1	4294967295	1508338749
6552.059363000	6552.041199323	-0.934	2.432	-0.125	-0.156	0.030482	1	4294967295	1508338749
6552.359447000	6552.341172483	-0.927	2.335	-0.114	-0.171	0.036525	1	4294967295	1508338750
6552.659599000	6552.641147624	-0.924	2.235	-0.104	-0.186	0.038603	1	4294967295	1508338750
6552.959567000	6552.941116502	-0.919	2.129	-0.096	-0.202	0.021065	1	4294967295	1508338750
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6553.267129000	6553.241105149	-0.934	2.013	-0.093	-0.218	0.036763	1	4294967295	1508338751
6553.566900000	6553.541108519	-0.957	1.921	-0.091	-0.226	0.038332	1	4294967295	1508338751
6553.866756000	6553.841088578	-0.956	1.792	-0.085	-0.244	0.028608	1	4294967295	1508338751
6554.166511000	6554.141069404	-0.965	1.677	-0.081	-0.257	0.034021	1	4294967295	1508338752
6554.466309000	6554.441045859	-0.969	1.559	-0.076	-0.270	0.031742	1	4294967295	1508338752
6554.766110000	6554.741036623	-0.975	1.451	-0.072	-0.277	0.039328	1	4294967295	1508338752
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6555.066143000	6555.041020552	-0.982	1.354	-0.069	-0.282	0.024964	1	4294967295	1508338752
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6555.360527000	6555.340975806	-0.960	1.253	-0.059	-0.289	0.020453	1	4294967295	1508338753
6555.660492000	6555.640932810	-0.931	1.168	-0.048	-0.291	0.020293	1	4294967295	1508338753
6555.960421000	6555.940896294	-0.893	1.087	-0.036	-0.291	0.019272	1	4294967295	1508338753
6556.260283000	6556.240859438	-0.862	1.017	-0.026	-0.287	0.038440	1	4294967295	1508338754
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6556.560133000	6556.540829230	-0.817	0.960	-0.013	-0.281	0.026516	1	4294967295	1508338754
6556.860025000	6556.840805781	-0.783	0.912	-0.004	-0.271	0.026581	1	4294967295	1508338754
6557.159616000	6557.140780238	-0.736	0.877	0.008	-0.259	0.044432	1	4294967295	1508338755
6557.459290000	6557.440745729	-0.679	0.837	0.022	-0.250	0.087569	1	4294967295	1508338755
6557.759129000	6557.740714045	-0.611	0.816	0.037	-0.235	0.051824	1	4294967295	1508338755
6558.058906000	6558.040694883	-0.544	0.824	0.052	-0.214	0.056845	1	4294967295	1508338755
6558.358682000	6558.340663054	-0.474	0.816	0.065	-0.199	0.054879	1	4294967295	1508338756
6558.658354000	6558.640646156	-0.386	0.820	0.083	-0.181	0.046973	1	4294967295	1508338756
6558.958052000	6558.940616980	-0.307	0.843	0.098	-0.160	0.050595	1	4294967295	1508338756
6559.265736000	6559.240612897	-0.254	0.856	0.104	-0.143	0.039696	1	4294967295	1508338757
6559.557546000	6559.540593595	-0.148	0.910	0.124	-0.116	0.045148	1	4294967295	1508338757
6559.857359000	6559.840581917	-0.043	0.968	0.142	-0.091	0.036593	1	4294967295	1508338757
6560.157098000	6560.140578673	0.062	1.024	0.159	-0.067	0.032225	1	4294967295	1508338758
6560.456881000	6560.440571573	0.161	1.081	0.173	-0.046	0.046704	1	4294967295	1508338758
6560.756654000	6560.740557747	0.250	1.133	0.182	-0.027	0.037760	1	4294967295	1508338758
6561.056334000	6561.040533315	0.351	1.189	0.195	-0.010	0.035848	1	4294967295	1508338758
6561.356128000	6561.340516586	0.459	1.248	0.208	0.007	0.038369	1	4294967295	1508338759
6561.655854000	6561.640497789	0.566	1.297	0.219	0.019	0.047436	1	4294967295	1508338759
6561.955642000	6561.940468817	0.660	1.343	0.227	0.030	0.054169	1	4294967295	1508338759
6562.255460000	6562.240452739	0.779	1.398	0.240	0.042	0.032757	1	4294967295	1508338760
6562.555260000	6562.540437004	0.876	1.439	0.246	0.050	0.055197	1	4294967295	1508338760
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6562.855033000	6562.840427939	0.981	1.494	0.254	0.060	0.036130	1	4294967295	1508338760
6563.167594000	6563.140439194	1.069	1.538	0.257	0.068	0.028839	1	4294967295	1508338761
