timeref	est_sendtime	pos_x	pos_y	vel_x	vel_y	sigma	valid	senderGuid	receiver_unix_time
3533.673997000	3533.647344499	0.485	0.457	0.000	0.000	0.413977	1	4294967295	1508335731
3533.975407000	3533.949023745	1.153	1.238	0.004	0.005	0.478931	1	4294967295	1508335731
3534.275347000	3534.248807641	1.353	1.566	0.009	0.010	0.457618	1	4294967295	1508335732
3534.575259000	3534.548549107	1.479	1.735	0.016	0.013	0.451026	1	4294967295	1508335732
3534.875227000	3534.848322113	1.556	1.827	0.021	0.014	0.444314	1	4294967295	1508335732
3535.175196000	3535.148138151	1.625	1.900	0.027	0.015	0.446716	1	4294967295	1508335733
3535.475210000	3535.447984589	1.686	1.961	0.033	0.016	0.438166	1	4294967295	1508335733
3535.760391000	3535.747776588	1.766	2.033	0.042	0.016	0.402447	1	4294967295	1508335733
3536.060383000	3536.047618378	1.771	2.023	0.034	0.001	0.023519	1	4294967295	1508335733
3536.360388000	3536.347546427	1.839	2.043	0.047	0.000	0.408791	1	4294967295	1508335734
3536.660391000	3536.647469833	1.900	2.078	0.057	0.004	0.386490	1	4294967295	1508335734
3536.960383000	3536.947396967	1.924	2.095	0.056	0.003	0.337582	1	4294967295	1508335734
3537.274912000	3537.247336596	1.941	2.113	0.053	0.003	0.358723	1	4294967295	1508335735
3537.560372000	3537.547267102	1.910	2.097	0.034	-0.009	0.053818	1	4294967295	1508335735
3537.860330000	3537.847219521	1.930	2.115	0.035	-0.007	0.366338	1	4294967295	1508335735
3538.160369000	3538.147155944	1.866	2.094	0.008	-0.018	0.043209	1	4294967295	1508335736
3538.460267000	3538.447182189	1.941	2.125	0.032	-0.004	0.485252	1	4294967295	1508335736
3538.760281000	3538.747170273	1.966	2.181	0.037	0.013	0.405914	1	4294967295	1508335736
3539.060433000	3539.047158134	2.022	2.297	0.051	0.047	0.396317	1	4294967295	1508335736
3539.360352000	3539.347156065	2.070	2.424	0.061	0.081	0.373039	1	4294967295	1508335737
3539.660319000	3539.647139342	2.133	2.518	0.074	0.100	0.324385	1	4294967295	1508335737
3539.960266000	3539.947135885	2.180	2.629	0.082	0.123	0.310253	1	4294967295	1508335737
3540.260189000	3540.247115574	2.235	2.715	0.090	0.135	0.250911	1	4294967295	1508335738
3540.571488000	3540.547092786	2.314	2.738	0.103	0.130	0.176950	1	4294967295	1508335738
3540.860133000	3540.847083107	2.339	2.750	0.101	0.122	0.189531	1	4294967295	1508335738
3541.171377000	3541.147040726	2.387	2.773	0.104	0.117	0.174255	1	4294967295	1508335739
3541.460078000	3541.447033352	2.401	2.770	0.100	0.107	0.168233	1	4294967295	1508335739
3541.760070000	3541.747008791	2.327	2.680	0.071	0.075	0.116865	1	4294967295	1508335739
3542.059996000	3542.046989731	2.245	2.610	0.044	0.051	0.096352	1	4294967295	1508335739
3542.359959000	3542.346933112	2.134	2.536	0.010	0.027	0.051495	1	4294967295	1508335740
3542.659910000	3542.646880380	2.036	2.467	-0.018	0.006	0.043203	1	4294967295	1508335740
3542.959921000	3542.946837790	1.974	2.379	-0.033	-0.018	0.027573	1	4294967295	1508335740
3543.259900000	3543.246797338	1.928	2.343	-0.044	-0.027	0.045886	1	4294967295	1508335741
3543.573329000	3543.546783748	1.967	2.384	-0.031	-0.016	0.415446	1	4294967295	1508335741
3543.859992000	3543.846758174	1.987	2.402	-0.024	-0.011	0.346029	1	4294967295	1508335741
3544.159899000	3544.146739328	2.000	2.426	-0.019	-0.006	0.365983	1	4294967295	1508335742
3544.459865000	3544.446712212	2.018	2.435	-0.014	-0.004	0.334480	1	4294967295	1508335742
3544.769484000	3544.746692963	2.100	2.499	0.008	0.011	0.400033	1	4294967295	1508335742
3545.071349000	3545.046658420	2.117	2.585	0.011	0.030	0.307546	1	4294967295	1508335742
3545.371422000	3545.346617531	2.045	2.538	-0.010	0.014	0.064302	1	4294967295	1508335743
3545.673138000	3545.646572638	2.088	2.548	0.001	0.013	0.343461	1	4294967295	1508335743
3545.973405000	3545.946526860	2.133	2.567	0.011	0.015	0.354864	1	4294967295	1508335743
3546.273333000	3546.246480394	2.182	2.584	0.022	0.016	0.347254	1	4294967295	1508335744
3546.559010000	3546.546457743	2.220	2.644	0.029	0.028	0.333464	1	4294967295	1508335744
3546.858843000	3546.846425018	2.270	2.684	0.039	0.034	0.310815	1	4294967295	1508335744
3547.172161000	3547.146381394	2.331	2.726	0.051	0.040	0.304914	1	4294967295	1508335745
3547.472318000	3547.446346540	2.383	2.813	0.059	0.057	0.335172	1	4294967295	1508335745
3547.772534000	3547.746314024	2.441	2.877	0.069	0.067	0.315457	1	4294967295	1508335745
3548.072669000	3548.046265476	2.513	2.916	0.081	0.069	0.275330	1	4294967295	1508335745
3548.372867000	3548.346249580	2.489	2.862	0.067	0.050	0.059627	1	4294967295	1508335746
3548.672957000	3548.646199349	2.576	2.909	0.083	0.055	0.305454	1	4294967295	1508335746
3548.957919000	3548.946199309	2.544	2.844	0.068	0.036	0.053336	1	4294967295	1508335746
3549.257889000	3549.246193588	2.520	2.781	0.056	0.018	0.050134	1	4294967295	1508335747
3549.557733000	3549.546181153	2.508	2.727	0.048	0.003	0.045733	1	4294967295	1508335747
3549.873532000	3549.846167575	2.500	2.675	0.041	-0.010	0.034458	1	4294967295	1508335747
3550.173751000	3550.146157058	2.497	2.627	0.037	-0.021	0.038047	1	4294967295	1508335748
3550.473979000	3550.446148639	2.505	2.577	0.036	-0.032	0.053111	1	4294967295	1508335748
3550.774181000	3550.746143060	2.520	2.531	0.037	-0.041	0.062785	1	4294967295	1508335748
3551.074380000	3551.046139991	2.541	2.490	0.040	-0.047	0.032849	1	4294967295	1508335748
3551.374705000	3551.346136746	2.588	2.479	0.048	-0.047	0.025807	1	4294967295	1508335749
3551.674867000	3551.646131993	2.636	2.478	0.057	-0.045	0.043336	1	4294967295	1508335749
3551.975105000	3551.946134750	2.673	2.468	0.062	-0.044	0.025213	1	4294967295	1508335749
3552.256474000	3552.246091203	2.763	2.504	0.079	-0.035	0.035945	1	4294967295	1508335750
3552.556319000	3552.546056336	2.853	2.534	0.094	-0.028	0.032875	1	4294967295	1508335750
3552.856187000	3552.846027510	2.923	2.541	0.104	-0.026	0.028979	1	4294967295	1508335750
3553.156058000	3553.146003987	2.986	2.547	0.111	-0.024	0.028127	1	4294967295	1508335751
3553.455950000	3553.445986975	3.051	2.584	0.118	-0.015	0.022204	1	4294967295	1508335751
3553.775720000	3553.745998636	3.103	2.607	0.123	-0.009	0.020906	1	4294967295	1508335751
3554.055742000	3554.045984774	3.173	2.651	0.131	0.001	0.019361	1	4294967295	1508335751
3554.355669000	3554.345974953	3.240	2.696	0.137	0.010	0.021558	1	4294967295	1508335752
3554.655760000	3554.645972590	3.320	2.760	0.147	0.024	0.026335	1	4294967295	1508335752
3554.955627000	3554.945968148	3.396	2.818	0.155	0.036	0.017515	1	4294967295	1508335752
3555.255561000	3555.245959662	3.453	2.856	0.157	0.042	0.023482	1	4294967295	1508335753
3555.576299000	3555.545965562	3.513	2.878	0.160	0.044	0.029149	1	4294967295	1508335753
3555.855374000	3555.845986273	3.574	3.021	0.164	0.076	0.300803	1	4294967295	1508335753
3556.155341000	3556.145978166	3.654	3.045	0.171	0.076	0.011478	1	4294967295	1508335754
3556.455246000	3556.445970604	3.736	3.070	0.178	0.077	0.013246	1	4294967295	1508335754
3556.755209000	3556.745958749	3.810	3.075	0.182	0.071	0.020654	1	4294967295	1508335754
3557.055218000	3557.045944828	3.864	3.074	0.182	0.065	0.019997	1	4294967295	1508335755
3557.379445000	3557.345932529	3.913	3.071	0.180	0.058	0.019444	1	4294967295	1508335755
3557.655190000	3557.645917643	3.956	3.062	0.176	0.050	0.030251	1	4294967295	1508335755
3557.955173000	3557.945898818	3.998	3.045	0.172	0.041	0.024407	1	4294967295	1508335755
3558.255224000	3558.245883811	4.038	3.012	0.168	0.027	0.021502	1	4294967295	1508335756
3558.555219000	3558.545869720	4.079	2.984	0.165	0.017	0.028530	1	4294967295	1508335756
3558.855191000	3558.845853355	4.120	2.953	0.161	0.006	0.033644	1	4294967295	1508335756
3559.155230000	3559.145838311	4.140	2.893	0.152	-0.012	0.035149	1	4294967295	1508335757
3559.455240000	3559.445825529	4.151	2.851	0.142	-0.024	0.029648	1	4294967295	1508335757
3559.778180000	3559.745810476	4.180	2.785	0.138	-0.041	0.032969	1	4294967295	1508335757
3560.055293000	3560.045788271	4.168	2.693	0.122	-0.065	0.036457	1	4294967295	1508335758
3560.355328000	3560.345766414	4.166	2.606	0.110	-0.085	0.035213	1	4294967295	1508335758
3560.655352000	3560.645748075	4.159	2.529	0.098	-0.100	0.030889	1	4294967295	1508335758
3560.955434000	3560.945721978	4.167	2.439	0.091	-0.119	0.029654	1	4294967295	1508335758
