timeref	est_sendtime	pos_x	pos_y	vel_x	vel_y	sigma	valid	senderGuid
7615.479064947	0.000000000	3.688	-2.688	-0.078	-0.349	2.724397	1	4294967295
7615.779226670	0.000000000	3.452	-2.742	-0.138	-0.333	2.403923	1	4294967295
7616.079613179	0.000000000	3.119	-2.821	-0.220	-0.323	2.803321	1	4294967295
7616.379954254	0.000000000	2.820	-2.943	-0.285	-0.325	2.514296	1	4294967295
7616.680460136	0.000000000	2.386	-3.007	-0.384	-0.308	2.994921	1	4294967295
7616.980976270	0.000000000	1.978	-3.043	-0.468	-0.286	2.815377	1	4294967295
7617.281411484	0.000000000	1.606	-3.055	-0.536	-0.260	2.494803	1	4294967295
7617.582104043	0.000000000	1.243	-3.047	-0.597	-0.231	2.348853	1	4294967295
7617.882765793	0.000000000	0.965	-3.071	-0.629	-0.214	1.902199	1	4294967295
7618.183339644	0.000000000	0.617	-2.987	-0.680	-0.168	2.299046	1	4294967295
7618.483616982	0.000000000	0.335	-2.893	-0.709	-0.124	2.027810	1	4294967295
7618.784063316	0.000000000	0.067	-2.773	-0.731	-0.076	1.901038	1	4294967295
7619.084336706	0.000000000	-0.154	-2.665	-0.738	-0.036	1.705736	1	4294967295
7619.384708053	0.000000000	-0.350	-2.530	-0.737	0.008	1.749381	1	4294967295
7619.685097276	0.000000000	-0.519	-2.380	-0.727	0.052	1.709594	1	4294967295
7619.985059963	0.000000000	-0.649	-2.195	-0.707	0.102	1.841398	1	4294967295
7620.285012400	0.000000000	-0.724	-2.024	-0.672	0.143	1.880955	1	4294967295
7620.585007071	0.000000000	-0.773	-1.856	-0.632	0.179	1.887994	1	4294967295
7620.884853424	0.000000000	-0.635	-1.679	-0.540	0.211	3.551233	1	4294967295
7621.184394828	0.000000000	-0.599	-1.516	-0.486	0.240	2.170191	1	4294967295
7621.484170714	0.000000000	-0.378	-1.357	-0.383	0.262	3.703976	1	4294967295
7621.783785296	0.000000000	-0.333	-1.255	-0.341	0.271	1.868012	1	4294967295
7622.083287398	0.000000000	-0.252	-1.174	-0.292	0.273	1.958905	1	4294967295
7622.382696537	0.000000000	-0.051	-1.165	-0.214	0.254	2.284972	1	4294967295
7622.682158198	0.000000000	0.143	-1.192	-0.144	0.225	2.225592	1	4294967295
7622.981738180	0.000000000	0.358	-1.218	-0.074	0.200	2.264192	1	4294967295
7623.281139250	0.000000000	0.599	-1.242	-0.003	0.176	2.320219	1	4294967295
7623.580447529	0.000000000	0.842	-1.337	0.063	0.134	2.416735	1	4294967295
7623.879854546	0.000000000	1.044	-1.430	0.113	0.097	2.250468	1	4294967295
7624.179446811	0.000000000	1.257	-1.557	0.163	0.053	2.332645	1	4294967295
7624.478767568	0.000000000	1.503	-1.688	0.218	0.012	2.405406	1	4294967295
7624.778431702	0.000000000	1.762	-1.843	0.273	-0.033	2.408311	1	4294967295
7625.078047523	0.000000000	2.019	-2.022	0.322	-0.080	2.359077	1	4294967295
7625.377975030	0.000000000	2.277	-2.125	0.367	-0.102	2.012890	1	4294967295
7625.677909265	0.000000000	2.400	-2.241	0.371	-0.124	1.131834	1	4294967295
7625.978005051	0.000000000	2.551	-2.392	0.382	-0.154	1.282620	1	4294967295
7626.278394875	0.000000000	2.687	-2.463	0.387	-0.160	0.682608	1	4294967295
7626.578833058	0.000000000	2.942	-2.613	0.424	-0.187	1.357348	1	4294967295
7626.879479173	0.000000000	3.251	-2.663	0.470	-0.187	1.443023	1	4294967295
7627.179791324	0.000000000	3.518	-2.658	0.501	-0.172	1.244976	1	4294967295
7627.480557910	0.000000000	3.974	-2.462	0.574	-0.113	3.031625	1	4294967295
7627.781256098	0.000000000	4.385	-2.221	0.629	-0.046	2.958768	1	4294967295
7628.081816366	0.000000000	4.572	-2.045	0.625	0.005	1.860433	1	4294967295
7628.382337658	0.000000000	4.736	-1.840	0.614	0.059	2.062538	1	4294967295
7628.683066143	0.000000000	4.864	-1.644	0.596	0.108	2.154676	1	4294967295
7628.983549602	0.000000000	4.896	-1.369	0.553	0.177	2.740666	1	4294967295
7629.283882874	0.000000000	4.877	-1.089	0.499	0.241	2.860676	1	4294967295
7629.584447942	0.000000000	4.783	-0.767	0.430	0.312	3.088990	1	4294967295
7629.884870374	0.000000000	4.648	-0.456	0.354	0.376	3.173211	1	4294967295
7630.185201693	0.000000000	4.475	-0.178	0.274	0.425	3.101525	1	4294967295
7630.485363314	0.000000000	4.265	0.061	0.190	0.460	3.063481	1	4294967295
7630.785269512	0.000000000	4.033	0.258	0.106	0.482	2.939524	1	4294967295
7631.084817443	0.000000000	3.922	0.370	0.063	0.477	2.195743	1	4294967295
7631.384452476	0.000000000	3.678	0.374	-0.013	0.447	2.684215	1	4294967295
7631.684051836	0.000000000	3.487	0.377	-0.067	0.417	2.373219	1	4294967295
7631.983420269	0.000000000	3.321	0.394	-0.109	0.391	2.048705	1	4294967295
7632.282699444	0.000000000	3.095	0.285	-0.163	0.334	2.585021	1	4294967295
7632.582212368	0.000000000	2.993	0.100	-0.177	0.260	3.733685	1	4294967295
7632.881828364	0.000000000	2.770	-0.053	-0.224	0.201	2.516752	1	4294967295
7633.181459887	0.000000000	2.501	-0.243	-0.279	0.135	2.616085	1	4294967295
7633.481217478	0.000000000	2.241	-0.418	-0.327	0.079	2.418934	1	4294967295
7633.780759896	0.000000000	2.169	-0.759	-0.319	-0.018	3.897266	1	4294967295
7634.080729166	0.000000000	2.052	-1.077	-0.324	-0.101	3.760918	1	4294967295
7634.380517191	0.000000000	1.827	-1.302	-0.360	-0.154	2.182075	1	4294967295
7634.680229397	0.000000000	1.633	-1.492	-0.384	-0.193	1.773494	1	4294967295
7634.993329377	0.000000000	1.399	-1.632	-0.415	-0.216	1.457066	1	4294967295
7635.280508065	0.000000000	1.202	-1.838	-0.436	-0.255	1.584749	1	4294967295
7635.580784459	0.000000000	0.981	-2.016	-0.462	-0.282	1.473190	1	4294967295
7635.881244055	0.000000000	0.760	-2.171	-0.486	-0.301	1.186393	1	4294967295
7636.181423580	0.000000000	0.528	-2.333	-0.514	-0.319	1.336121	1	4294967295
7636.482062991	0.000000000	0.310	-2.451	-0.536	-0.323	1.119356	1	4294967295
7636.782518088	0.000000000	0.083	-2.510	-0.558	-0.311	1.204663	1	4294967295
7637.082903540	0.000000000	-0.126	-2.534	-0.574	-0.289	1.208407	1	4294967295
7637.383184601	0.000000000	-0.304	-2.526	-0.580	-0.260	1.227393	1	4294967295
7637.683670585	0.000000000	-0.454	-2.474	-0.576	-0.222	1.460926	1	4294967295
7637.983593962	0.000000000	-0.560	-2.435	-0.560	-0.190	1.473668	1	4294967295
7638.283654175	0.000000000	-0.645	-2.324	-0.540	-0.141	1.780450	1	4294967295
7638.583654537	0.000000000	-0.693	-2.206	-0.510	-0.095	1.815327	1	4294967295
7638.883566382	0.000000000	-0.699	-2.060	-0.471	-0.044	2.119598	1	4294967295
7639.183484670	0.000000000	-0.528	-1.897	-0.383	0.002	3.622782	1	4294967295
7639.483323035	0.000000000	-0.476	-1.748	-0.338	0.044	2.184423	1	4294967295
7639.783391072	0.000000000	-0.275	-1.604	-0.254	0.079	3.665738	1	4294967295
7640.383021833	0.000000000	0.012	-1.411	-0.136	0.116	3.906177	1	4294967295
7640.682900210	0.000000000	0.555	-1.250	0.023	0.146	4.469724	1	4294967295
7640.999341094	0.000000000	1.025	-1.064	0.150	0.182	4.103978	1	4294967295
7641.283155413	0.000000000	1.328	-0.916	0.221	0.210	3.063310	1	4294967295
7641.583204221	0.000000000	1.616	-0.810	0.282	0.222	2.819023	1	4294967295
7641.883564555	0.000000000	1.914	-0.635	0.341	0.252	2.736298	1	4294967295
7642.183811542	0.000000000	2.088	-0.446	0.361	0.284	1.412479	1	4294967295
7642.483784037	0.000000000	2.271	-0.262	0.382	0.312	1.319577	1	4294967295
7642.783665914	0.000000000	2.513	-0.120	0.416	0.326	1.201716	1	4294967295
7643.083517062	0.000000000	2.758	0.005	0.448	0.334	1.067530	1	4294967295
7643.383305651	0.000000000	3.005	0.144	0.477	0.346	1.108347	1	4294967295
7643.682980217	0.000000000	3.243	0.225	0.501	0.341	0.972228	1	4294967295
7643.982599725	0.000000000	3.496	0.259	0.527	0.325	1.025059	1	4294967295
7644.282032970	0.000000000	3.741	0.246	0.549	0.298	1.130445	1	4294967295
7644.581507279	0.000000000	3.952	0.215	0.560	0.268	1.227663	1	4294967295
7644.881273294	0.000000000	4.162	0.150	0.569	0.231	1.340446	1	4294967295
7645.180876156	0.000000000	4.359	0.050	0.574	0.188	1.485701	1	4294967295
7645.480136282	0.000000000	4.545	-0.103	0.576	0.135	1.795127	1	4294967295
7645.779794455	0.000000000	4.690	-0.251	0.566	0.086	1.804726	1	4294967295
7646.079313929	0.000000000	4.794	-0.411	0.545	0.038	1.907668	1	4294967295
7646.378766483	0.000000000	4.860	-0.600	0.515	-0.015	2.117547	1	4294967295
7646.678106146	0.000000000	4.934	-0.790	0.490	-0.063	2.132309	1	4294967295
