timeref	est_sendtime	pos_x	pos_y	vel_x	vel_y	sigma	valid	senderGuid
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0
5442.145619603	0.000000000	-0.739	-0.050	0.913	-0.196	5.069803	1	4294967295
5442.445661528	0.000000000	0.282	-0.391	1.529	-0.222	4.098930	1	4294967295
5442.730814791	0.000000000	1.304	-1.107	1.996	-0.503	4.278934	1	4294967295
5443.030712299	0.000000000	1.826	-1.306	1.831	-0.381	3.827429	1	4294967295
5443.330462711	0.000000000	2.149	-1.445	1.551	-0.283	3.585283	1	4294967295
5443.644287773	0.000000000	2.385	-1.403	1.326	-0.124	3.223291	1	4294967295
5443.945728315	0.000000000	2.406	-1.449	1.036	-0.080	3.190461	1	4294967295
5444.245263909	0.000000000	2.319	-1.348	0.767	0.035	3.318155	1	4294967295
5444.845484473	0.000000000	2.338	-1.391	0.535	0.036	3.267102	1	4294967295
5445.145222839	0.000000000	2.240	-1.402	0.404	0.051	3.224940	1	4294967295
5445.445344215	0.000000000	2.227	-1.450	0.335	0.044	3.087542	1	4294967295
5445.745023948	0.000000000	2.212	-1.462	0.278	0.050	3.109321	1	4294967295
5446.030428472	0.000000000	2.173	-1.412	0.213	0.086	2.119139	1	4294967295
5446.330410963	0.000000000	2.115	-1.410	0.153	0.099	1.932269	1	4294967295
5446.630483284	0.000000000	2.105	-1.408	0.119	0.106	1.680383	1	4294967295
5446.930440404	0.000000000	2.062	-1.393	0.081	0.114	1.582690	1	4294967295
5447.230371218	0.000000000	2.121	-1.487	0.083	0.082	2.980807	1	4294967295
5447.530175263	0.000000000	2.127	-1.496	0.068	0.080	1.271238	1	4294967295
5447.830322437	0.000000000	2.193	-1.590	0.076	0.049	2.854432	1	4294967295
5448.130270241	0.000000000	2.237	-1.671	0.078	0.025	2.824503	1	4294967295
5448.430357740	0.000000000	2.259	-1.713	0.073	0.015	2.880071	1	4294967295
5448.730356499	0.000000000	2.273	-1.750	0.066	0.006	2.870940	1	4294967295
