x-axis,1,3
second,Volt,Volt
-20.000000E+00,+19.254E-03,-3.349E-03
-19.996875E+00,+19.254E-03,+8.711E-03
-19.993750E+00,+31.314E-03,+20.771E-03
-19.990625E+00,+31.314E-03,+20.771E-03
-19.987500E+00,+19.254E-03,+8.711E-03
-19.984375E+00,+19.254E-03,-2.595E-03
-19.981250E+00,+19.254E-03,+9.465E-03
-19.978125E+00,+19.254E-03,+20.771E-03
-19.975000E+00,+19.254E-03,+8.711E-03
-19.971875E+00,+7.194E-03,-2.595E-03
-19.968750E+00,+7.947E-03,+8.711E-03
-19.965625E+00,+19.254E-03,+8.711E-03
-19.962500E+00,+7.947E-03,-3.349E-03
-19.959375E+00,+31.314E-03,-2.595E-03
-19.956250E+00,+31.314E-03,+8.711E-03
-19.953125E+00,+19.254E-03,-2.595E-03
-19.950000E+00,+19.254E-03,+8.711E-03
-19.946875E+00,+7.947E-03,+8.711E-03
-19.943750E+00,+20.008E-03,+8.711E-03
-19.940625E+00,+31.314E-03,+8.711E-03
-19.937500E+00,+19.254E-03,+8.711E-03
-19.934375E+00,+7.947E-03,-3.349E-03
-19.931250E+00,+20.008E-03,-3.349E-03
-19.928125E+00,+31.314E-03,-14.656E-03
-19.925000E+00,+19.254E-03,-2.595E-03
-19.921875E+00,+19.254E-03,+8.711E-03
-19.918750E+00,+20.008E-03,+8.711E-03
-19.915625E+00,+31.314E-03,-2.595E-03
-19.912500E+00,+31.314E-03,+8.711E-03
-19.909375E+00,+20.008E-03,+9.465E-03
-19.906250E+00,+43.374E-03,+20.771E-03
-19.903125E+00,+19.254E-03,-2.595E-03
-19.900000E+00,+19.254E-03,+20.771E-03
-19.896875E+00,+7.947E-03,-3.349E-03
-19.893750E+00,+31.314E-03,-2.595E-03
-19.890625E+00,+7.947E-03,+8.711E-03
-19.887500E+00,+20.008E-03,-2.595E-03
-19.884375E+00,+31.314E-03,+8.711E-03
-19.881250E+00,+31.314E-03,+8.711E-03
-19.878125E+00,+31.314E-03,-2.595E-03
-19.875000E+00,+7.194E-03,+8.711E-03
-19.871875E+00,+7.947E-03,+8.711E-03
-19.868750E+00,+19.254E-03,+8.711E-03
-19.865625E+00,+7.947E-03,-14.656E-03
-19.862500E+00,+19.254E-03,+8.711E-03
-19.859375E+00,+19.254E-03,-3.349E-03
-19.856250E+00,-4.113E-03,-2.595E-03
-19.853125E+00,+19.254E-03,+8.711E-03
-19.850000E+00,+19.254E-03,-2.595E-03
-19.846875E+00,+7.947E-03,+8.711E-03
-19.843750E+00,+19.254E-03,+8.711E-03
-19.840625E+00,+19.254E-03,+9.465E-03
-19.837500E+00,+19.254E-03,+20.771E-03
-19.834375E+00,+20.008E-03,-3.349E-03
-19.831250E+00,+31.314E-03,-2.595E-03
-19.828125E+00,+20.008E-03,+8.711E-03
-19.825000E+00,+31.314E-03,-2.595E-03
-19.821875E+00,+19.254E-03,+8.711E-03
-19.818750E+00,+19.254E-03,+8.711E-03
-19.815625E+00,+7.194E-03,+8.711E-03
