x-axis,1,3
second,Volt,Volt
-2.7460000E+00,+424.6E-06,+8.5892E-03
-2.7456875E+00,+4.1935E-03,+6.0766E-03
-2.7453750E+00,+14.2437E-03,+6.0766E-03
-2.7450625E+00,+16.1282E-03,-1.4610E-03
-2.7447500E+00,+8.5905E-03,+4.1922E-03
-2.7444375E+00,+6.0779E-03,+6.0766E-03
-2.7441250E+00,-1.4598E-03,+6.0766E-03
-2.7438125E+00,-3.9723E-03,+6.0766E-03
-2.7435000E+00,+4.1935E-03,-1.4610E-03
-2.7431875E+00,+6.0779E-03,-3.9736E-03
-2.7428750E+00,+6.0779E-03,-3.9736E-03
-2.7425625E+00,-1.4598E-03,+4.1922E-03
-2.7422500E+00,+12.3593E-03,-1.4610E-03
-2.7419375E+00,+8.5905E-03,+4.1922E-03
-2.7416250E+00,+6.0779E-03,+6.0766E-03
-2.7413125E+00,-1.4598E-03,-1.4610E-03
-2.7410000E+00,+12.3593E-03,+4.1922E-03
-2.7406875E+00,+424.6E-06,-1.4610E-03
-2.7403750E+00,+4.1935E-03,+4.1922E-03
-2.7400625E+00,+6.0779E-03,+14.2425E-03
-2.7397500E+00,+6.0779E-03,+16.1269E-03
-2.7394375E+00,-1.4598E-03,+423.4E-06
-2.7391250E+00,+12.3593E-03,-3.9736E-03
-2.7388125E+00,+16.1282E-03,+4.1922E-03
-2.7385000E+00,+8.5905E-03,+14.2425E-03
-2.7381875E+00,+6.0779E-03,+8.5892E-03
-2.7378750E+00,+14.2437E-03,+6.0766E-03
-2.7375625E+00,+16.1282E-03,-9.6269E-03
-2.7372500E+00,+424.6E-06,+2.3078E-03
-2.7369375E+00,+12.3593E-03,+14.2425E-03
-2.7366250E+00,+424.6E-06,+423.4E-06
-2.7363125E+00,+20.5251E-03,-3.9736E-03
-2.7360000E+00,+18.6407E-03,+4.1922E-03
-2.7356875E+00,+424.6E-06,+6.0766E-03
-2.7353750E+00,+4.1935E-03,+6.0766E-03
-2.7350625E+00,+14.2437E-03,+14.2425E-03
-2.7347500E+00,+8.5905E-03,+16.1269E-03
-2.7344375E+00,+14.2437E-03,+423.4E-06
-2.7341250E+00,+8.5905E-03,+4.1922E-03
-2.7338125E+00,+6.0779E-03,+6.0766E-03
-2.7335000E+00,-1.4598E-03,-1.4610E-03
-2.7331875E+00,+12.3593E-03,+12.3581E-03
-2.7328750E+00,+8.5905E-03,+423.4E-06
-2.7325625E+00,-1.4598E-03,-3.9736E-03
-2.7322500E+00,+12.3593E-03,-3.9736E-03
-2.7319375E+00,+16.1282E-03,+12.3581E-03
-2.7316250E+00,+8.5905E-03,+8.5892E-03
-2.7313125E+00,+6.0779E-03,-1.4610E-03
-2.7310000E+00,+6.0779E-03,-3.9736E-03
-2.7306875E+00,+6.0779E-03,+12.3581E-03
-2.7303750E+00,+22.4096E-03,+8.5892E-03
-2.7300625E+00,+10.4749E-03,-1.4610E-03
-2.7297500E+00,+6.0779E-03,+4.1922E-03
-2.7294375E+00,+6.0779E-03,+6.0766E-03
